,title,author,publisher,journal,date,translate_title,Abstract,,,
171,다양성을 찾는 새로운 시각의 취락 고고학,이기성,한국고고학회,한국고고학보,2020,다양성을 찾는 새로운 시각의 취락 고고학,,,,
172,2019년 호남지역 백제 고고학 연구의 성과와 과제,이택구,백제학회,백제학보,2020,2019년 호남지역 백제 고고학 연구의 성과와 과제,"2019년에는 약 230여건의 시·발굴조사가 호남지역에서 실시되었다. 조사된 유적은 크게 생활유적과 분묘유적으로 대별된다. 생활유적의 대부분을 차지하는 취락유적의 조사·연구 성과는 주거지의 구조가 원형에서 방형으로 변천하면서 하천 충적지를 중심으로 발견되는 집단 취락의 발견 예와 연구가 늘어나고 있다는 점이다. 이들 주거지는 식생활의 변화와 함께 폭발적으로 늘어나는 인구수, 이와 더불어 파생되는 세력의 밀집·집단화의 양상을 파악하는 중요한 자료들이 될 것이다. 분묘유적에서는 초기철기시대에서 마한으로 이행되는 시기의 목관묘가 확인된 것을 비롯하여, 지자체의 지원을 받은 학술발굴이 상당수 있었다. 고분에서는 주거지와는 달리 주변 고분과의 관계성만이 아닌 주변국 즉, 중국과 일본과의 교류를 나타내주는 고고자료, 즉 유물들이 출토되고 있다. 또한 유물만이 아닌 고분의 형태적 습성과 방식까지도 공유·교환하였음을 보여주는 유구들도 확인되었는데, 이러한 자료들은 앞으로 더욱 늘어날 것이며, 따라서 이러한 한·중·일 고고자료의 연구와 교류활동은 앞으로도 더욱 중요하다고 할 수 있다. 현재도 호남지역에서 마한과 백제에 관련된 고고자료는 지속적으로 증가하고 있으며, 이에 관련한 연구의 진행과 성과도 상당히 축적되고 있다. 다만, 여전히 연구의 범위와 대상이 제한적인 한계를 보이며, 유구와 출토유물이 비약적으로 증가하고 있음에도 연구대상이 되는 자료와 종류 등은 기존 연구사에서 크게 벗어나지 못하고 있는 점은 관련 연구자들 모두가 반성하고 극복해야할 과제라고 생각한다.",,,
173,고고학 유적 박물관의 능동적 운영 사례: 영국의 플래그펜 고고학 공원,"이희진, 김효용",한국박물관학회,박물관학보,2020,고고학 유적 박물관의 능동적 운영 사례: 영국의 플래그펜 고고학 공원,"대중이 직접 고고학 유적을 체험하고 관련지식을 공부할 수 있는 장소로는 유적지에 건립하는 유적 박물관을 들 수 있을 것이다. 한국에도 이미 성공적으로 운영되고 있는 고고학 유적 박물관이 있으나 연구와 발굴이 중심이 되는 사례는 극히 드물다. 본고에서는 영국 선사시대 유적인 플래그펜 고고학 공원을 통해서 운영과 학술, 교육, 관광의 측면에서 상호연계성을 강화하여 유적 박물관을 능동적으로 활용한 사례를 살펴보고자 한다. 플래그펜은 습지대에 위치한 영국 선사시대 복합 취락유적으로, 특히 청동기시대의 거주구역과 습지에 설치한 목책열 및 플랫폼이 잘 보존되어 발굴되었다. 그러나 영국 문화재청의 지원이 끊기면서 장기간의 연구 및 보존관리에 드는 비용을 충당하고자 유적 공원으로 탈바꿈하였다. 이 공원은 입장료와 지원금으로 운영되어 탄력적인 운영이 가능하였고 원래 취지대로 발굴과 연구에의 비중이 높은 편이다. 한편, 공원화를 통해 습지대의 경관과 목제로 된 매장문화재를 효과적으로 보존할 수 있게 되었다. 그리고 공원 내에는 청동기시대와 유사한 경관을 최대한 조성하고 그 안에 선사시대 주거지와 가축우리 등을 복원하여 체험적 교육이 가능한 시설을 구축하였다. 또한, 고고학 및 습지 환경에 대한 교육을 위한 다양한 프로그램이 만들어졌는데 현재 유적이 위치한피터보로 시의 종합 관광 프로그램인 비바시티(Vivacity)와 연계하여 운영되고 있다. 그리하여 건립 이래 플래그펜 고고학 유적공원은 청동기시대의 취락을 관람객이 그대로 체험하는 동시에 발굴현장을 직접 살펴보고, 전문가와의 소통을 통해 최신의 정확한 지식을 쌓을 수 있는 곳으로 취락유적으로서는 규모면에서 북유럽 최대의 대표적인 유적 박물관으로 자리잡았다. 플래그펜 고고학 공원은 유적 박물관의 이점을 살려 연구와 유적보존, 대중과의 소통 등의 여러 측면의 목표를 만족시킨 좋은 사례이며, 눈에 띄는 대형 기념물은 없으나 학술적 가치가 높은 취락유적의 활용방안을 모색하는데 여러 가지 시사점을 주고 있다.",,,
174,근대 서양 학문의 도입과 메타모포시스- 중국 증사주의적 고고학의 성립 -,김정열,숭실사학회,숭실사학,2020,근대 서양 학문의 도입과 메타모포시스- 중국 증사주의적 고고학의 성립 -,"중국 고고학에는 독특한 지향성이 있다. 그것은 고고학을 역사학의 한 분과학문으로 취급하며, 그 학문적 목적을 실물자료를 통해 역사 복원에 이바지 하는 것으로 간주하는 데 잘 나타난다. 중국의 고고학에는 분명히 역사벽(癖)이 있다. 이른바 ‘증사주의(證史主義)’라 불리는 이 경향성은 물질문화를 통해 인류문명의 발전 맥락을 보편적 시야에서 살펴보고자 하는 서양의 고고학과는 분명히 다르다. 고고학은 19세기를 거치면서 서양에서 발전한 학문이다. 그것이 중국에 처음 소개된 것은 19세기 말엽부터의 일이지만, 중국인에게 그것은 여전히 낮선 학문이었다. 따라서 그것은 중국에 수용되는 ‘과정’을 필요로 했다. 1920년경 빠른 속도로 진행되기 시작한 고고학의 수용 과정에는 그 시대의 역사적, 사회적, 문화적 환경이 작용했다. 이 시기에는 전통체제의 붕괴가 본격적으로 진행되고, 이를 대신할 새로운 가치와 이념이 성장했다. 신문화운동은 민주와 과학을 지상의 가치로 하여 서양 문화의 수용을 촉구했다. 이 무렵 진행된 서양 학자들의 고고학적 조사 활동은 중국인의 눈에, 거짓으로 가득 차 있던 전통적 역사체제를 대신할 수 있는 절호의 대체재로 인식되었다. 그런 의미에서 중국인의 시야에 비친 고고학은 역사학과 다르지 않았다. 고고학을 수용할 수 있는 주체는 외국 유학을 경험한 자나 구래(舊來)의 학자를 막론하고 여전히 중국인이었다. 이들은 과학적인 방법을 통해 진실된 역사를 건설하고자 했지만, 전통체제 하에서 성장한 그들은 여전히 중국적인 시각에서 서양의 고고학을 이해했다. 전통적 학문인 금석학과 서양의 고고학은 유사한 학문으로 인식되고, 그로 말미암아 양자는 뒤섞이기 시작했다. 금석학의 역사학적 지향성은 이 과정에서 고고학에 유입되었다. 중국 고고학의 역사학적 지향성은 은허 발굴을 통해 지울 수 없는 낙인으로 자리 잡게 되었다. 1928년 시작된 은허 발굴은 상 왕조의 존재를 증명했을 뿐만 아니라 전래문헌이 완전히 허구로 가득 찬 것은 아니라는 점도 입증했다. 은허 발굴은 서구 열강의 침략 아래 유린된 유구한 역사와 민족적 자긍심을 회복할 수 있도록 함으로써, 중국인에게 모범적인 고고학이란 역사를 복원하는 데 기여해야 한다는 인식을 심어 주었다. 고고학 수용의 과정에 작용한 각종 환경은 중국의 고고학에 증사주의적 경향을 덧씌웠다. 서양의 고고학은 중국으로 건너와 ‘변용’되었다. 중국 사회에 수용된 서양의 학문은 타자로 존재하지 않고 자아로 변모했지만, 자아가 되는 것은 그것을 둘러싼 환경과 접촉하고 변모하는 과정을 필요로 했다.",,,
175,북한 청동기시대 고고학 연구 경향의변화와 쟁점,이기성,국립문화재연구소,문화재,2020,북한 청동기시대 고고학 연구 경향의 변화와 쟁점,"해방 이후 북한과 남한의 고고학은 전혀 다른 길을 걸어오게 된다. 특히 1970년대 이후 급격히 정치성을 띠기 시작한 북한 고고학과 대규모 유적 발굴로 학문적 성장이 가속화된 남한 고고학은 큰 차이를 보이기 시작하며, 이러한 양상은 1990년대 대동강문화의 천명 이후 더 이상 공유되는 부분이 없을 정도의 괴리가 생겨나게 된다. 그리고 이러한 괴리는 ‘고조선’을 전후한 청동기시대와 철기시대에 더욱 두드러진다. 그럼에도 불구하고 남한의 선사 고고학은 지속적으로 북한 고고학에 시선을 둘 수밖에 없다. 아직도 중요한 연구 주제 중인 ‘문화의 기원과 계통’을 찾는데 있어 북한의 자료가 주된 연구 대상이지만 그 신뢰성에 의문을 표하는 ‘이중적인시선’이 남한의 고고학이 북한 고고학을 바라보는 시선인 것이다. 북한 청동기시대 고고학과 남한 청동기시대 고고학에서 보이는 ‘괴리’의 많은 부분은 조사 사례의 증가, 학술적인 토론 등으로는 해결되지 않는 ‘정치적 차이’에 의한 것이다. 그럼에도 북한 선사 고고학의 흐름을 살펴보는 것은 북한 고고학의 정치성을 비판하기 위한 것은 아니다. 북한에서 현재 청동기시대를 바라보는 인식과 남한의 인식에 어떠한 차이가있으며, 이후 북한의 자료를 포함하여 ‘한반도의 선사문화’, 더 나아가 동북아시아의 선사문화를 설명하는데 어떠한 문제점이 있는지를 미리 확인해 두고자 하는 것이다. 본고에서는 지금까지 북한 청동기시대 고고학의 연구 흐름을 살펴보고 동시기 남한 청동기시대 고고학과 비교하여어떠한 쟁점들이 있는지를 검토하였다.",,,
176,북한의 고구려 고고학 조사·연구의 성과와 과제,강현숙,국립문화재연구소,문화재,2020,북한의 고구려 고고학 조사 연구의 성과와 과제,"1949년 안악3호분의 발굴로부터 현재에 이르기까지 북한에서 조사한 고구려 고분과 성곽 등 많은 유적은 남한 고구려 고고학 연구의 중요한 자료가 되었다. 해방 이후부터 고고학 조사와 관련된 제도를 정비한 북한에서는 압록강 유역의 적석총과 안악3호분이나 덕흥리벽화분을 위시한 고분, 대성산성과 안학궁 등 평양과 지방의 성곽과 신원 도시유적등을 조사하여 고구려 역사를 체계화하고 문화의 우수성을 밝혔다고 평가한다. 그러나 1990년대 이후 북한의 고구려 고고학 조사와 연구는 ‘대동강문화’의 연장선상에서 진행되다보니 고고학 조사는 평양을 중심으로 한 서북한 일대에 치중되었고, 그 결과는 ‘고구려는 고조선을 계승한 천년 강성대국’이라는 대명제를 실증, 확증한다는 결론으로 귀결되고 있다. 이러한 주체적인 해석은 더욱 공고해져서 고구려 건국연대를 기원전 277년으로 소급시키고 이에 연동하여 적석총의 등장은 기원전 3세기로, 고구려의 평양진출을 3세기대로, 평양은 4세기 이전에 부수도로서 위상을 갖추었다고 평가한다. 최근에는 평양 일원의 성곽은 층위적으로 고구려의 고조선 계승이 증명되었다고 주장한다. 그러나 고구려의 기원전 277년 건국이나 고조선 계승의 고고학적 근거가 객관성을 담보했다고 보기 어렵다. 단군릉과 동명왕릉의 개건에서 드러나듯이 자칫 선택적 조사와 자의적인 해석이라는 비판의 소지가 있다. 때문에 남한에서의고구려 고고학 연구는 북한의 발굴조사와 보고된 자료를 그대로 취신할 것인가, 또는 유적, 유물에 대한 해석을 그대로인용할 것인가 등에 대한 비판적 검토가 필요하다. 남, 북한의 공동 조사와 학술교류가 필요한 이유이다.",,,
177,"2019년 백제 고고학 연구의 성과와 과제 -서울·경기, 호서지역을 중심으로-",이현숙,백제학회,백제학보,2020,"2019년 백제 고고학 연구의 성과와 과제 -서울·경기, 호서지역을 중심으로-","본고는 2019년 서울·경기, 호서지역에서 이루어진 백제 고고학 조사와 연구현황을 검토하고, 연구의 중요 성과와 과제에 대하여 살펴보았다. 2019년 서울·경기지역과 호서지역의 고고학 조사 내용을 고분, 취락, 관방, 불교, 생산유적으로 구분하여 주요 조사 성과를 살펴보았다. 학위논문과 학술지를 중심으로 연구 성과를 검토한 결과, 주거지와 건물지, 분묘, 토기요지, 사지 등의 개별주제에 대한 연구와 문화상에 대한 비교연구, 다양한 과학적 분석으로 통한 융합적 연구경향도 증가하고 있음을 알 수 있다. 특히 주목되는 것은 개별 연구자의 단독 연구와 더불어, 중요유적을 중심으로 관련 전문가들이 참여하는 종합적 연구활동이 활발하게 이루어졌음을 주목할 수 있다. 고고학 연구는 발굴조사 자료를 통하여 과거사를 연구·복원한다는 기본 인식에 기초하고 있으나, 불특정한 소규모 단위유적의 조사를 통하여 확인된 고고학 자료만으로 일반화된 문화상을 고찰하기에는 많은 한계가 있다. 그러나 최근 연차적인 학술조사와 대규모로 조사된 유적의 사례가 증가하게 되면서, 종합적인 분석 연구의 필요성이 제기되고 있다. 따라서 향후 학제간의 종합적인 분석연구를 통하여, 문화사 복원을 위한 고고학적 관심과 연구영역이 확장될 수 있을 것으로 기대된다.",,,
178,북한의 신라 고고학 연구 현황과 특징,윤상덕,국립문화재연구소,문화재,2020,북한의 신라 고고학 연구 현황과 특징,"본고는 북한에서 이루어진 신라(통일신라) 고고학 연구 현황을 정리하고 그 특징 검토를 목적으로 하였다. 주요 자료가 남한에 있어 그동안 우리 학계는 북한의 신라 고고학에 대한 관심이 부족했다. 이에 향후 북한 자료를 다루기 위한기초 연구로써 북한 학계의 연구를 검토하였다. 연구 현황은 우리가 주로 다루는 고고학 주제에 맞춰 무덤, 성곽, 왕경,토기, 와전, 장신구, 무구, 마구로 나누어 살펴보았다. 그 결과 연구 특징을 네 가지로 정리하였다. 첫 번째는 주체사상이 북한 학계의 삼국통일 해석에 큰 영향을 끼쳤다는 것이다. 1955년에 처음 제기된 ‘주체’는 사대주의의 반대 개념으로 중소 분쟁의 틈바구니에서 주창되었다. 이에 따라 신라의 삼국통일을 외세와 결탁한 사건으로보고 더 이상 인정하지 않게 되었는데, 이러한 변화는 1962년 자료부터 확인된다. 두 번째, 반사대주의의 영향으로 삼국문화의 ‘고유성’과 ‘단일성’을 증명하려 하였다. 한반도의 문화가 중국과는 다른 고유성을 가지며, 삼국의 문화는 상호간에 공통점이 많다는 것이다. 세 번째, ‘단일성’의 원천은 고구려의 ‘우수한’ 선진 문화이며, 백제와 신라, 가야에 전파되어‘민족 문화의 단일성’이 형성되었음을 증명하려는 것이다. 고구려의 선진 문물이 발해와 ‘후기신라(통일신라)’에까지 전해지고 다시 고려로 이어져 민족 문화의 진정한 통일이 일어났다고 설명한다. 네 번째는 남한 학계에 비해 신라의 무덤이나 유물의 연대를 상당히 올려 보는 점이다. ‘조선의 유구한 역사’를 강조하는 입장에서 신라의 건국을 1세기 초·중엽으로 설정했기 때문에 국가 형성을 보여주는 고고학적 증거의 연대를 올려 볼 수밖에 없다. 또한 고구려 석실분이 신라에직접적인 영향을 주었다고 설명하기 위해서도 신라 석실분 연대의 상향이 필수적이다. 1960년대에 형성된 연구 특징은지금까지도 북한 학계가 반드시 준수해야 할 기본 지침이 되었다.",,,
179,유목국가의 형성과 문자의 역할에 대한 고고학적 고찰-흉노를 중심으로-,강인욱,백산학회,백산학보,2020,유목국가의 형성과 문자의 역할에 대한 고고학적 고찰-흉노를 중심으로-,"본 고에서는 고고학 자료에 남아있는 기호를 중심으로 흉노 이전 유목사회가 가지고 있는자신들의 독특한 문자체계를 증거를 살펴보고 그 문자 체계가 어떻게 유목제국의 형성에 기여했는지를 살펴보았다. 유라시아 유목사회에서 최초로 문법체계를 갖춘 글자는 기원전 4세기경카자흐스탄의 이식(Issyk) 고분에서 보인다. 초기 흉노 사회의 형성에 사카문화의 확산이 관련되어 있음을 고려하면 사카문화의 문자체계가 흉노 문자의 기원으로 볼 수 있다. 또한 흉노는자신들이 만들어낸 독특한 탐가를 사용했음이 귀족 고분의 출토 유물과 암각화에서 확인된다. 따라서 흉노의 문자는 사카문화에서 유입된 투르크문자와 유사한 기호의 형태와 그림문자와유사한 형태로 양분된다. 이것은 언어학계에서 주장하는 투르크어계와 몽골어계로 양분된 흉노의 이중적 언어체계와 관련이 있을 가능성이 있다. 하지만 흉노는 체계적인 문법에 기반한 문자 체제로 발전시키는 대신에 탐가와 같은 기호로만 주로 사용했다. 이것은 글자에 대한 무지가아니라, 그들의 처한 상황에 따라 적절히 기호체계를 사용하는 것이 더 효율적이었기 때문이다. 탐가를 새겨 넣은 노용울 출토 칠기에서 보듯이 흉노의 상층부는 오히려 탐가체계를 계속 활용함으로써 중국문화로의 동화를 막으려 했었다. 흉노의 탐가는 두 계통으로 세분되어서 투르크어계와 몽골어계로 나뉜 그들의 언어 체계와도 유사하다. 흉노 사회의 붕괴 이후 그들의 기호 체계는동유럽의 훈족과 그들의 영향권으로 확산되었고, 투르크 카간에서 새로운 문자가 등장했다. 이와같이 중국 사서에 기록된 유목민은 글자를 몰랐다는 기록은 고고학적 자료로 볼 때 사실과 다르다. 글자는 유목 사회에서 반드시 필요한 것이 아니라 글자라는 것이 없었다는 것을 절대적으로맹신하기에는 고고학적 자료에서는 유목민 사이에서 그들만의 고유한 문자 또는 문자와 유사한상징체계를 운용했음이 다수 확인되고 있다.",,,
180,동북아 고대사 연구의 신기원 : 고고학으로 재탄생한 부여사와 그 기억,심재훈,백산학회,백산학보,2020,동북아 고대사 연구의 신기원 : 고고학으로 재탄생한 부여사와 그 기억,"1980년대 이래 吉林과 그 주변의 고고학 성과는 부여사 연구의 새로운 장을 열고 있다. 이글은 2016년 영문으로 출간된 마크 바잉턴의 동북아시아의 고대국가 부여: 고고학과 역사적기억 의 주요 내용을 소개하는데 그 일차적 목적이 있다. 나아가 그 연구가 한국과 동북아 고대사연구에 제시하는 새로운 문제를 비판적으로 제기해보고자 한다. 특히 부여와 고구려, 백제의건국신화가 특정 시기의 사회적 필요성에 따라 고안된 신화에 불과하다는 저자의 해석을 기억연구와 관련하여 되짚어볼 것이다. 이 책을 통해 상기하게 되는 고조선 연구의 본질적 취약성도함께 지적하고자 한다.",,,
181,고창 봉덕리 1호분의 고고학적 위상 - 영산강유역 방대형 고분과의 비교를 통해 -,이문형,원광대학교 마한백제문화연구소,마한백제문화,2020,고창 봉덕리 1호분의 고고학적 위상 - 영산강유역 방대형 고분과의 비교를 통해 -,"전라북도의 최남단에 위치한 고창지역은 최근 고고학계에서 가장 주목받고 있는 지역 중의 한 곳이다. 고창지역은 서쪽으로 바다를 접하고 동쪽으로는 호남정맥이 남쪽으로 분기하면서 높은 산악지형을 형성하여 전라남도와 경계를 이루고 있다. 이러한 폐쇄적이면서도 독립적인 독특한 지형으로 고창지역은 전북과 전남을 연결하는 중요한 길목에 자리하고 있다. 특히 고고학에 있어서 충청 혹은 전북지역과 영산강유역을 연결하는 중요 거점지역으로 인식되고 있다. 이와 같은 지정학적 위치로 고창지역은 영산강유역과 동일하게 분구묘 분형의 변화상이 관찰되며 그 마지막 정점에 방대형 고총인 봉덕리 1호분이 있다. 따라서 고창 봉덕리 1호분과 영산강유역 방대형 고분과의 관계를 검토하고 상호 연관성에 대해 파악하고자 한다. 먼저 Ⅱ장에서는 봉덕리 1호분과 영산강유역 방대형 고분의 현황을 정리하였다. Ⅲ장에서는 Ⅱ장의 내용을 토대로 영산강유역의 방대형 고분과의 비교 검토를 실시하였다. 비교 검토는 입지와 분구, 매장시설 등으로 세분화하여 실시하였다. 이를 통해 영산강유역 옥야리 방대형 1호분은 기존 인식한 방대형 고분 출현과 직접적인 관련성은 희박하며, 영산강유역의 재지전통인 ‘다장-분구의 확장-주구’ 등의 분구속성이 발현된 고창 봉덕리 1호분에서 그 관련성을 찾을 수 있다. Ⅳ장에서는 봉덕리 1호분 축조세력의 위상을 독창성과 우월성이라는 측면에서 검토하였다. 독창성은 백제 중앙세력과의 관계 하에서 ‘고창식 고배’ 라는 재지계 속성이 강한 토기에서 그 해답을 찾을 수 있다. 우월성은 고창 봉덕리 1호분과 영산강유역의 대형 분구묘의 분구 규모에 따른 노동력을 산출한 결과, 상대적으로 봉덕리 1호분의 축조세력의 위상을 확인하였다. 산출 결과를 토대로 기존의 연구 성과에 대입해본 결과 봉덕리 1호분 분구 조성에 참여한 취락은 반경 20㎞을 넘어설 것으로 판단된다.",,,
182,미얀마 바간 문화유산 ODA 사업과 파야똔주 사원 발굴조사의 고고학적 의의,"전범환, 김용준",서강대학교 동아연구소,동아연구,2020,미얀마 바간 문화유산 ODA 사업과 파야똔주 사원 발굴조사의 고고학적 의의,"2013년부터 본격적으로 시작된 한국의 문화유산 분야 ODA 사업은 아직 10년이 채 되지 않은 초보적인 단계에 있다. 1980년대 이전부터 이 분야 사업을 진행했던 일본 등 다른 국가들에 비해 한국은 늦게 시작하였다. 새로운 분야의 업무를 그것도 다른 나라에서 진행하는 것은 쉬운 일은 아니다. 한국은 어렵게 시작한 문화유산 분야 ODA 사업의 기초를 다지고 있는 중이며, 한국문화재재단이 그 중심에 있다. 한국문화재재단은 한국에서 진행하고 있는 문화유산 분야 ODA 사업의 대부분을 진행하고 있는 대표적인 기관이다. 현재 미얀마, 라오스, 캄보디아에서 동시에 사업이 진행되고 있다. 그 중 미얀마에서 진행되고 있는 사업은 다른 국가에서 진행하고 있는 크메르 유적의 보존복원과 달리 우리가 쉽게 접할 수 없었던 벽돌 건축물과 관련된 것으로 바간(Bagan) 파야똔주 사원(Phaya-Thone-Zu Temple)에서 진행되고 있다. 이제 2년차의 기초조사가 진행되고 추후 벽화에 대한 보존처리가 진행될 미얀마 바간에서 한국 팀은 기존에 시도되지 않았던 새로운 융‧복합적(multi-disciplinary) 접근을 시도하고 있다. 2019년 진행된 파야똔주 발굴조사에서는 기존 바간 지역 고고학조사에서는 처음인 담장이 지하에서 노출되었고 현재 지상에 잔존하는 담장들과 연결되는 13세기 또는 그 이전 시기의 구조물이 파야똔주 하부에 자리하고 있음을 밝혀냈다. 현장에서 수습된 목탄의 연대측정 등 과학적인 분석이 조사결과와 종합적으로 고찰된다면 파야똔주 사원의 건립과 그 이전 시기 건축물의 관계가 조금씩 밝혀질 것으로 기대된다.",,,
183,5세기 후엽~6세기 전엽 고고학적 자료를 통해 본 백제의 친왜정책 의미,우재병,한국고대학회,선사와 고대,2020,5세기 후엽~6세기 전엽 고고학적 자료를 통해 본 백제의 친왜정책 의미,"5세기 후엽~6세기 전엽경 백제 서해안 항로상의 죽막동 제사유적에서는 백제 양식 제사 거행이 매우 활발해졌다. 이 시기 주목되는 또 하나의 제사 양상은 갑옷, 나이프, 낫 등을 형상화한 소형 석제 모조품의 등장이다. 이 왜 양식 제사는 6세기 전엽경 가장 활발하게 이루어진 것으로 보이며, 왜인의 죽막동 제사 참여를 의미하는 고고학적 자료로 평가된다. 또한 5세기 후엽경부터는 수장묘 분구 상에 원통형토기를 장식하는 왜의 무덤 양식도 백제 서남부지역에서 채용되기 시작하였다. 이 양상은 6세기 전엽경에 최고조에 달한다. 이 시기가 되면, 분구 위에 원통형토기 장식을 시행하는 것뿐만 아니라 전방후원분이라는 왜의 최고위급 무덤 양식까지도 채용하는 양상이 목격된다. 필자는 이 시기 백제의 최상위급 해안 제사유적과 최상위급 수장묘에서 관찰되는 왜 양식 제사 거행 흔적과 왜의 무덤양식 채용 흔적은 우연의 일치로 볼 수 없다고 판단한다. 그리고 이들 왜 양식 제사 거행과 왜의 무덤 양식 채용은 지방 수장 차원에서 시행한 정책은 아니라고 확신한다. 당시 백제의 외교적 역량과 위계화된 사회구조를 고려하면, 백제 중앙의 주도 혹은 관여에 의해 시행된 정책이라고 할 수 있다. 백제 중앙과 지방이 함께 강화된 친왜정책을 추진한 배경에는 고구려에 의한 서울지역 수도 함락이라는 국가적 위기를 극복하려는 공동의 목표가 있었다고 판단된다. 6세기 전엽 백제 중앙의 친왜정책 강화의 계기는, 고구려의 공세를 저지하기 위해 왜와의 외교적 연대 강화가 필요한 상황 속에서, 무령정권과 왜 게이타이(繼體)정권 사이의 긴밀한 친연관계가 크게 작용하였기 때문일 수도 있다. 또 하나의 계기는 고구려에 의해 백제가 점령되는 상황을 우려한 왜가 고구려의 파상 공세를 저지할 목적을 가지고 친백제외교를 강화하였기 때문일 수도 있다. 왜 게이타이(繼體)정권이 당시 백제 무령정권 보다 더욱 강력한 친백제정책을 시행한 것도 백제의 위기 극복이 왜의 생존‧번영에 직결된다는 정치적 판단에 기인한 것으로 평가할 수 있다.",,,
184,한국 고대 제철기술의 고고학적 연구 : 영남지역을 중심으로,김권일,한국지식재산연구원,한국지식재산연구원 도서DB,2020,한국 고대 제철기술의 고고학적 연구 : 영남지역을 중심으로,,,,
185,"中學校 自由學期, 年制 敎育과 考古學의 만남 -貝塚遺蹟 活用 敎育 프로그램 開發을 中心으로-","김경택, 정수민",호서고고학회,호서고고학,2020,"중학교 자유학기, 연제 교육과 고고학의 만남 -패총유적 활용 교육 프로그램 개발을 중심으로-","문화유산에 관한 대중적 관심이 증대되면서 문화유산의 보존과 활용에 대한 인식 역시 높아지고 있다. 특히 대중고고학(Public Archaeology)이라는 새로운 패러다임이 도입된 고고학계에는 학술적 측면 이외에 ‘사회적 활용’ 측면이 강조되고 있다. 공·사립박물관과 매장문화재조사기관은 다양한 교육 프로그램을 운영하며, 문화유산 분야로의 대중의 참여를 적극적으로 유도하고 있다. 그러나 지역의 사회문화적 환경에 따라 문화유산 향유의 기회가 상이하고, 문화유산 교육에의 접근 기회 역시 심한 편차가 있다. 필자들은 2015년 시작된 ‘자유학기제’ 교육 프로그램을 활용하여 고고학과 학교교육과의 연계 가능성에 주목하였다. 공교육의 교육적 보편성과 자유학기·년제 수업의 특성, 고고학이 지닌 교육적 가치를 결합하여 총 17차시의 패총유적 활용 고고학 교육 프로그램을 개발하였다. 현직 중학교 교사의 자문과 분석을 받아 프로그램의 학교교육 체제에서의 실현 가능성을 검토하였다. 수업 시연 및 프로그램 적용을 통한 결과를 도출하진 못했지만, 평가와 분석을 통해 실현 가능성을 상정해 볼 수 있었다. 지역 환경에 따른 교육 기회의 불균형을 해소하고 체계적인 문화유산 교육 프로그램 개발의 방향을 제기했다는 점에서 본 연구의 의미를 찾고 싶다. 진정한 의미의 대중고고학 실현을 위해 향후 보다 나은 교육 프로그램을 개발하고자 한다.",,,
186,영남지방 목관묘 출토 전기와질토기 편년- 原史考古學의 基礎硏究 -,이원태,영남고고학회,영남고고학,2020,영남지방 목관묘 출토 전기와질토기 편년- 원사고고학의 기초연구 -,"이 글은 원사고고학의 기초연구 일환으로 원삼국시대 영남지방 목관묘 출토 전기와질토기의 지역별 편년을 정리하고 그 과정에서 보이는 특징을 관찰하였다. 검토대상은 경주, 울산, 포항, 경산, 대구, 부산·김해, 창원, 함안지역에서 확인된 총 46개 유적이다. 그 결과 현재자료에 의하면 목관묘 유적의 수는 경주와 울산지역이 중심으로 두 곳 모두 Ⅰ-1기의 기원전 1세기 전엽에 출현하여 기원후 2세기 중엽까지 확인된다. 대구와 김해지역도 경주와 같이 Ⅰ-1기의 기원전 1세기 전엽에 출현하여 기원후 2세기 중엽까지 확인된다. 반면에 경주와 인접한 경산지역은 Ⅰ-2기의 기원전 1세기 중엽에, 포항지역은 Ⅰ-3기의 기원전 1세기 후엽에 출현하여 경주와 울산, 대구지역에 비해 좀 늦은 편이다. 또 부산과 함안지역은 Ⅰ-1기의 기원전 1세기 전엽에 출현하지만 단편적으로 확인되어 진한지역과 대조적이다. 다만 창원지역은 Ⅰ-1기의 기원전 1세기 전엽에 출현하여 기원후 2세기 중엽까지 확인된다. 전기와질토기의 큰 흐름을 정리하고 각 지역별 관찰을 통해 보면 기형의 흐름은 전체적으로 동일하지만 그 과정에서지역에 따라 특징적인 형태가 있거나 세부적인 차이를 보인다. 대표적으로 김해지역의 조합우각형파수부호는 동체부가 길고 경부는 낮아 다른 지역에서 흔히 보이지 않는 특징을 지녔다. 결국 경북지역 전기와질토기에서 확인된 전체적인 변화에서 관찰되는 공통점은 지역별 정보망이나 공통된 범형의존재를 시사하지만 세부적인 차이는 소지역 단위로 어느 정도 독립적일 가능성이 있는데 경남지역도 같은 맥락이다.",,,
